127.0.0.1 - - [07/Jul/2024:18:31:46 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 848
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4205
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:19 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:20 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:23 +0530] "GET /my-fashion-app/function/saveWishlist.jsp?action=save&product_id=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:24 +0530] "GET /my-fashion-app/product.jsp?category=all HTTP/1.1" 200 112777
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:26 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26972
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:26 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26972
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 846
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4205
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:38 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:39 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:42 +0530] "GET /my-fashion-app/function/saveWishlist.jsp?action=save&product_id=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:42 +0530] "GET /my-fashion-app/product.jsp?category=all HTTP/1.1" 200 112777
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:45 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26972
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:15:45 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26972
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 845
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4205
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:02 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:03 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:06 +0530] "GET /my-fashion-app/function/saveWishlist.jsp?action=save&product_id=5 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:06 +0530] "GET /my-fashion-app/product.jsp?category=all HTTP/1.1" 200 112777
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:48 +0530] "GET /my-fashion-app/index.jsp HTTP/1.1" 200 58092
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:48 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:48 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:55 +0530] "GET /my-fashion-app/login.jsp HTTP/1.1" 200 15652
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:55 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:16:57 +0530] "POST /my-fashion-app/loginServlet HTTP/1.1" 200 58270
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:00 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26987
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:00 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 845
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:00 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26987
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 851
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4205
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:17:34 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26987
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 881
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4205
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:10 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:12 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:14 +0530] "GET /my-fashion-app/function/saveWishlist.jsp?action=save&product_id=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:14 +0530] "GET /my-fashion-app/product.jsp?category=all HTTP/1.1" 200 112777
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:14 +0530] "GET /my-fashion-app/other/product.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:16 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26987
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:16 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:25 +0530] "POST /my-fashion-app/addToCart/updateQty.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:18:26 +0530] "GET /my-fashion-app/addtocart.jsp?category=all HTTP/1.1" 200 26987
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26990
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 881
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4205
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:15 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:20:17 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26990
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 940
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4205
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:43 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:22:45 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 26990
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4205
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:17 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:18 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:39 +0530] "POST /my-fashion-app/orderServlet HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:41 +0530] "OPTIONS /my-fashion-app/C:UsersutviDownloads%0Cashion-logo%20(1)logo.jpg HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:23:41 +0530] "GET /my-fashion-app/C:UsersutviDownloads%0Cashion-logo%20(1)logo.jpg HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:28:07 +0530] "POST /my-fashion-app/orderServlet HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:28:09 +0530] "OPTIONS /my-fashion-app/C:UsersutviDownloads%0Cashion-logo%20(1)logo.jpg HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:28:09 +0530] "GET /my-fashion-app/C:UsersutviDownloads%0Cashion-logo%20(1)logo.jpg HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:32:17 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 27008
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:32:17 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:32:25 +0530] "POST /my-fashion-app/orderServlet HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:32:26 +0530] "OPTIONS /my-fashion-app/C:UsersutviDownloads%0Cashion-logo%20(1)logo.jpg HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:32:26 +0530] "GET /my-fashion-app/C:UsersutviDownloads%0Cashion-logo%20(1)logo.jpg HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:34:11 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 27084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:34:11 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:44:57 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:58 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 27084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/images/footer/american-express.svg HTTP/1.1" 200 12734
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/images/footer/paypal.svg HTTP/1.1" 200 5586
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/images/footer/mastercard.svg HTTP/1.1" 200 12102
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/images/footer/visa.svg HTTP/1.1" 200 3371
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/javascript/cart.js HTTP/1.1" 200 4202
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/img/product/co-ord1.png HTTP/1.1" 200 213589
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/img/product/dress1.png HTTP/1.1" 200 237084
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/img/product/dress2.png HTTP/1.1" 200 228797
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/images/footer/appstore-btn.svg HTTP/1.1" 200 12812
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:45:59 +0530] "GET /my-fashion-app/images/footer/googleplay-btn.svg HTTP/1.1" 200 9502
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:46:00 +0530] "GET /my-fashion-app/images/img.png HTTP/1.1" 200 4467
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:50:12 +0530] "GET /my-fashion-app/addtocart.jsp HTTP/1.1" 200 27459
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:50:12 +0530] "GET /my-fashion-app/other/stylesheet.css?modified=20012009 HTTP/1.1" 200 5778
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:50:12 +0530] "GET /my-fashion-app/javascript/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:50:12 +0530] "GET /my-fashion-app/other/addtocart.css HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [07/Jul/2024:19:50:12 +0530] "GET /my-fashion-app/images/footer/amazonpay.svg HTTP/1.1" 200 8763
